Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year,Month,Month_Name,Quarter,Profit_Margin,Avg_Unit_Price
B-25042,6903,105,1,Furniture,Tables,COD,2024-05-31,Spencer Spears,Illinois,Chicago,2024-05,2024,5,May,2,1.52,6903.0
B-25042,8793,3010,7,Office Supplies,Pens,COD,2024-05-31,Spencer Spears,Illinois,Chicago,2024-05,2024,5,May,2,34.23,1256.14
B-25901,9883,4812,16,Office Supplies,Paper,UPI,2020-10-20,Jeffrey Middleton,New York,Buffalo,2020-10,2020,10,October,4,48.69,617.69
B-25901,9883,4812,16,Office Supplies,Paper,UPI,2022-08-11,Veronica Kelley,Florida,Orlando,2022-08,2022,8,August,3,48.69,617.69
B-25901,9883,4812,16,Office Supplies,Paper,UPI,2021-10-17,Leslie Bean,Illinois,Springfield,2021-10,2021,10,October,4,48.69,617.69
B-25901,5210,1185,7,Office Supplies,Paper,UPI,2020-10-20,Jeffrey Middleton,New York,Buffalo,2020-10,2020,10,October,4,22.74,744.29
B-25901,5210,1185,7,Office Supplies,Paper,UPI,2022-08-11,Veronica Kelley,Florida,Orlando,2022-08,2022,8,August,3,22.74,744.29
B-25901,5210,1185,7,Office Supplies,Paper,UPI,2021-10-17,Leslie Bean,Illinois,Springfield,2021-10,2021,10,October,4,22.74,744.29
B-26747,3574,851,4,Electronics,Printers,Credit Card,2022-02-23,Amy Wilson,California,Los Angeles,2022-02,2022,2,February,1,23.81,893.5
B-26747,576,76,13,Furniture,Sofas,UPI,2022-02-23,Amy Wilson,California,Los Angeles,2022-02,2022,2,February,1,13.19,44.31
B-26698,1860,457,13,Electronics,Printers,EMI,2023-09-20,Susan Ramirez,Ohio,Cleveland,2023-09,2023,9,September,3,24.57,143.08
B-25841,782,374,8,Office Supplies,Pens,EMI,2021-01-19,Jacob Meyer,Illinois,Peoria,2021-01,2021,1,January,1,47.83,97.75
B-25841,4371,1852,1,Electronics,Laptops,UPI,2021-01-19,Jacob Meyer,Illinois,Peoria,2021-01,2021,1,January,1,42.37,4371.0
B-26032,8346,1176,1,Electronics,Phones,COD,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,14.09,8346.0
B-26032,8346,1176,1,Electronics,Phones,COD,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,14.09,8346.0
B-26032,8346,1176,1,Electronics,Phones,COD,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,14.09,8346.0
B-26032,6218,1125,5,Furniture,Tables,Debit Card,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,18.09,1243.6
B-26032,6218,1125,5,Furniture,Tables,Debit Card,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,18.09,1243.6
B-26032,6218,1125,5,Furniture,Tables,Debit Card,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,18.09,1243.6
B-26032,5167,253,14,Electronics,Printers,Credit Card,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,4.9,369.07
B-26032,5167,253,14,Electronics,Printers,Credit Card,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,4.9,369.07
B-26032,5167,253,14,Electronics,Printers,Credit Card,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,4.9,369.07
B-26032,2799,1239,5,Furniture,Sofas,Debit Card,2020-08-21,Scott Lewis,Texas,Houston,2020-08,2020,8,August,3,44.27,559.8
B-26032,2799,1239,5,Furniture,Sofas,Debit Card,2023-04-17,Eric Griffith,Illinois,Chicago,2023-04,2023,4,April,2,44.27,559.8
B-26032,2799,1239,5,Furniture,Sofas,Debit Card,2023-12-24,Anna Ferguson,California,San Francisco,2023-12,2023,12,December,4,44.27,559.8
B-25171,3234,1029,20,Office Supplies,Markers,Credit Card,2022-03-20,David Figueroa,Florida,Miami,2022-03,2022,3,March,1,31.82,161.7
B-26939,4920,775,12,Furniture,Tables,Debit Card,2021-08-12,Theresa Medina,Illinois,Springfield,2021-08,2021,8,August,3,15.75,410.0
B-26939,9078,2213,15,Furniture,Bookcases,EMI,2021-08-12,Theresa Medina,Illinois,Springfield,2021-08,2021,8,August,3,24.38,605.2
B-26347,8586,3826,7,Furniture,Bookcases,UPI,2020-12-21,Mary Smith,Florida,Miami,2020-12,2020,12,December,4,44.56,1226.57
B-26347,8586,3826,7,Furniture,Bookcases,UPI,2023-07-07,Lance Cain,Florida,Tampa,2023-07,2023,7,July,3,44.56,1226.57
B-25388,5047,2211,13,Furniture,Sofas,EMI,2023-08-13,Alexandra Moran,California,San Francisco,2023-08,2023,8,August,3,43.81,388.23
B-25388,5047,2211,13,Furniture,Sofas,EMI,2021-02-04,Sara Castro,Illinois,Chicago,2021-02,2021,2,February,1,43.81,388.23
B-25388,5047,2211,13,Furniture,Sofas,EMI,2022-09-16,Shawn Leach,Illinois,Peoria,2022-09,2022,9,September,3,43.81,388.23
B-25388,5047,2211,13,Furniture,Sofas,EMI,2022-05-06,Mark Boyle,New York,Buffalo,2022-05,2022,5,May,2,43.81,388.23
B-26419,3657,163,1,Furniture,Sofas,UPI,2021-05-28,John Stevens,California,San Francisco,2021-05,2021,5,May,2,4.46,3657.0
B-25157,6471,2842,18,Electronics,Electronic Games,UPI,2024-07-18,Lisa Graham,Illinois,Peoria,2024-07,2024,7,July,3,43.92,359.5
B-25342,949,301,9,Office Supplies,Binders,UPI,2024-12-06,Nancy Jones,Ohio,Cleveland,2024-12,2024,12,December,4,31.72,105.44
B-25342,6823,771,6,Office Supplies,Binders,EMI,2024-12-06,Nancy Jones,Ohio,Cleveland,2024-12,2024,12,December,4,11.3,1137.17
B-25342,4364,831,2,Furniture,Tables,EMI,2024-12-06,Nancy Jones,Ohio,Cleveland,2024-12,2024,12,December,4,19.04,2182.0
B-26165,6671,2797,10,Electronics,Phones,UPI,2022-12-12,Darryl Robbins,Illinois,Peoria,2022-12,2022,12,December,4,41.93,667.1
B-26571,7472,1037,3,Office Supplies,Paper,COD,2022-10-20,Kimberly Smith,Illinois,Springfield,2022-10,2022,10,October,4,13.88,2490.67
B-26571,9548,1806,9,Electronics,Printers,COD,2022-10-20,Kimberly Smith,Illinois,Springfield,2022-10,2022,10,October,4,18.91,1060.89
B-25400,7759,3741,17,Electronics,Printers,UPI,2021-03-24,Maria Thomas,Florida,Miami,2021-03,2021,3,March,1,48.21,456.41
B-25400,7759,3741,17,Electronics,Printers,UPI,2025-01-06,Nicholas Johnson,Texas,Dallas,2025-01,2025,1,January,1,48.21,456.41
B-25400,7521,3457,16,Office Supplies,Markers,Debit Card,2021-03-24,Maria Thomas,Florida,Miami,2021-03,2021,3,March,1,45.96,470.06
B-25400,7521,3457,16,Office Supplies,Markers,Debit Card,2025-01-06,Nicholas Johnson,Texas,Dallas,2025-01,2025,1,January,1,45.96,470.06
B-25885,9704,4339,12,Office Supplies,Pens,COD,2021-03-06,Dawn Howard,Texas,Houston,2021-03,2021,3,March,1,44.71,808.67
B-25885,4948,2356,18,Electronics,Printers,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,2021-03,2021,3,March,1,47.62,274.89
B-25885,6435,334,10,Electronics,Electronic Games,Debit Card,2021-03-06,Dawn Howard,Texas,Houston,2021-03,2021,3,March,1,5.19,643.5
B-25004,9965,3033,16,Office Supplies,Markers,COD,2020-06-17,Jennifer Marshall,California,San Francisco,2020-06,2020,6,June,2,30.44,622.81
B-25004,9965,3033,16,Office Supplies,Markers,COD,2023-09-01,Frank Garcia,New York,Buffalo,2023-09,2023,9,September,3,30.44,622.81
B-26213,1523,234,3,Furniture,Sofas,UPI,2023-06-08,Terri Madden,New York,Rochester,2023-06,2023,6,June,2,15.36,507.67
B-26213,9073,424,7,Electronics,Electronic Games,Debit Card,2023-06-08,Terri Madden,New York,Rochester,2023-06,2023,6,June,2,4.67,1296.14
B-25025,6447,3079,20,Electronics,Laptops,COD,2021-03-25,James Gutierrez,New York,Rochester,2021-03,2021,3,March,1,47.76,322.35
B-25025,8947,2807,6,Electronics,Electronic Games,Credit Card,2021-03-25,James Gutierrez,New York,Rochester,2021-03,2021,3,March,1,31.37,1491.17
B-26804,914,400,8,Office Supplies,Pens,Debit Card,2021-01-03,Morgan Sellers,California,Los Angeles,2021-01,2021,1,January,1,43.76,114.25
B-26804,1548,666,3,Office Supplies,Paper,Credit Card,2021-01-03,Morgan Sellers,California,Los Angeles,2021-01,2021,1,January,1,43.02,516.0
B-26797,2759,1149,6,Furniture,Tables,Credit Card,2024-12-27,Caitlin Thomas,New York,New York City,2024-12,2024,12,December,4,41.65,459.83
B-26556,1341,615,4,Electronics,Laptops,UPI,2022-08-12,Kimberly Greene,Florida,Orlando,2022-08,2022,8,August,3,45.86,335.25
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,2022-03,2022,3,March,1,27.09,518.47
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,2023-07,2023,7,July,3,27.09,518.47
B-25861,9851,2669,19,Electronics,Electronic Games,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,2022-09,2022,9,September,3,27.09,518.47
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2022-03-28,Tammy Anthony,Ohio,Cleveland,2022-03,2022,3,March,1,39.34,713.5
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2023-07-15,Jennifer Chase,New York,Buffalo,2023-07,2023,7,July,3,39.34,713.5
B-25861,9989,3930,14,Furniture,Tables,Debit Card,2022-09-22,Cassandra Farley,Florida,Orlando,2022-09,2022,9,September,3,39.34,713.5
B-25112,7421,958,10,Furniture,Tables,COD,2022-12-20,Justin Vasquez,Texas,Houston,2022-12,2022,12,December,4,12.91,742.1
B-25112,7421,958,10,Furniture,Tables,COD,2022-01-16,Melissa Morales,Texas,Houston,2022-01,2022,1,January,1,12.91,742.1
B-25112,7421,958,10,Furniture,Tables,COD,2023-01-29,Tyler Thompson,Texas,Dallas,2023-01,2023,1,January,1,12.91,742.1
B-25223,3099,479,1,Office Supplies,Paper,COD,2022-01-15,Heidi Davis,New York,Buffalo,2022-01,2022,1,January,1,15.46,3099.0
B-25223,2521,906,7,Electronics,Phones,COD,2022-01-15,Heidi Davis,New York,Buffalo,2022-01,2022,1,January,1,35.94,360.14
B-25714,6962,3429,12,Electronics,Electronic Games,UPI,2024-03-24,Charles Lane,Texas,Dallas,2024-03,2024,3,March,1,49.25,580.17
B-25714,6962,3429,12,Electronics,Electronic Games,UPI,2025-02-19,Joyce Good MD,Florida,Miami,2025-02,2025,2,February,1,49.25,580.17
B-26607,1085,301,20,Furniture,Bookcases,UPI,2024-07-13,Maria Miller,New York,Buffalo,2024-07,2024,7,July,3,27.74,54.25
B-25038,738,342,2,Furniture,Chairs,Debit Card,2023-04-28,Terry Mcdaniel,Ohio,Cincinnati,2023-04,2023,4,April,2,46.34,369.0
B-25038,738,342,2,Furniture,Chairs,Debit Card,2020-12-05,Lisa Jacobs,New York,Buffalo,2020-12,2020,12,December,4,46.34,369.0
B-25038,738,342,2,Furniture,Chairs,Debit Card,2024-05-14,Jeff Duncan,Ohio,Cincinnati,2024-05,2024,5,May,2,46.34,369.0
B-25038,738,342,2,Furniture,Chairs,Debit Card,2022-01-18,Pamela Jones,New York,New York City,2022-01,2022,1,January,1,46.34,369.0
B-26672,1366,242,17,Electronics,Electronic Games,EMI,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09,2023,9,September,3,17.72,80.35
B-26672,1518,155,13,Office Supplies,Markers,Credit Card,2023-09-18,Renee Robinson,Ohio,Columbus,2023-09,2023,9,September,3,10.21,116.77
B-25747,2962,1470,1,Electronics,Phones,COD,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,2021,5,May,2,49.63,2962.0
B-25747,2962,1470,1,Electronics,Phones,COD,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,2023,9,September,3,49.63,2962.0
B-25747,7131,718,12,Electronics,Printers,UPI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,2021,5,May,2,10.07,594.25
B-25747,7131,718,12,Electronics,Printers,UPI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,2023,9,September,3,10.07,594.25
B-25747,4200,855,10,Office Supplies,Markers,EMI,2021-05-12,Jessica Kidd,New York,Buffalo,2021-05,2021,5,May,2,20.36,420.0
B-25747,4200,855,10,Office Supplies,Markers,EMI,2023-09-17,Nicholas Martin,Florida,Tampa,2023-09,2023,9,September,3,20.36,420.0
B-26322,5934,1563,2,Office Supplies,Markers,EMI,2024-09-06,David Brown,Illinois,Peoria,2024-09,2024,9,September,3,26.34,2967.0
B-26613,2701,322,11,Electronics,Printers,UPI,2022-06-18,Amber Moore,New York,New York City,2022-06,2022,6,June,2,11.92,245.55
B-26613,7273,2702,18,Office Supplies,Paper,COD,2022-06-18,Amber Moore,New York,New York City,2022-06,2022,6,June,2,37.15,404.06
B-25413,2465,699,18,Office Supplies,Markers,Debit Card,2020-05-22,James Williams,California,San Francisco,2020-05,2020,5,May,2,28.36,136.94
B-26466,3479,1087,2,Office Supplies,Markers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10,2024,10,October,4,31.24,1739.5
B-26466,5457,1765,7,Electronics,Printers,EMI,2024-10-17,Karina Barr,Texas,Dallas,2024-10,2024,10,October,4,32.34,779.57
B-26610,4957,1152,8,Office Supplies,Markers,Credit Card,2022-03-22,Meghan Rush,Ohio,Cleveland,2022-03,2022,3,March,1,23.24,619.62
B-26209,4404,858,17,Office Supplies,Pens,Debit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03,2024,3,March,1,19.48,259.06
B-26209,8776,2529,15,Furniture,Sofas,Credit Card,2024-03-17,Bianca Brown,Ohio,Columbus,2024-03,2024,3,March,1,28.82,585.07
B-26622,9536,1437,9,Electronics,Phones,UPI,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04,2020,4,April,2,15.07,1059.56
B-26622,2225,589,7,Furniture,Sofas,Credit Card,2020-04-02,Timothy Jensen,Florida,Orlando,2020-04,2020,4,April,2,26.47,317.86
B-26601,9574,4045,19,Furniture,Bookcases,UPI,2024-03-13,Melinda Montoya,California,San Francisco,2024-03,2024,3,March,1,42.25,503.89
B-26601,4382,482,17,Electronics,Electronic Games,COD,2024-03-13,Melinda Montoya,California,San Francisco,2024-03,2024,3,March,1,11.0,257.76
B-25894,8200,257,19,Electronics,Laptops,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,2023,3,March,1,3.13,431.58
B-25894,9316,3003,13,Furniture,Sofas,Credit Card,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,2023,3,March,1,32.23,716.62
B-25894,6379,3128,15,Electronics,Electronic Games,COD,2023-03-21,Tammy Bell,Ohio,Cincinnati,2023-03,2023,3,March,1,49.04,425.27
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03,2024,3,March,1,16.97,669.6
B-26969,3348,568,5,Office Supplies,Markers,Credit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04,2021,4,April,2,16.97,669.6
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2024-03-02,Connie Richards,Ohio,Cleveland,2024-03,2024,3,March,1,22.81,984.0
B-26969,8856,2020,9,Office Supplies,Pens,Debit Card,2021-04-30,Peter Ward,New York,Rochester,2021-04,2021,4,April,2,22.81,984.0
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09,2021,9,September,3,35.17,110.0
B-26312,1760,619,16,Furniture,Sofas,Debit Card,2023-01-28,Becky Hodges,Texas,Houston,2023-01,2023,1,January,1,35.17,110.0
B-26312,6351,986,15,Electronics,Printers,UPI,2021-09-15,Jonathan Alvarez,Ohio,Columbus,2021-09,2021,9,September,3,15.53,423.4
B-26312,6351,986,15,Electronics,Printers,UPI,2023-01-28,Becky Hodges,Texas,Houston,2023-01,2023,1,January,1,15.53,423.4
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2021-07-08,Larry Hill,New York,New York City,2021-07,2021,7,July,3,42.92,62.07
B-26837,869,373,14,Office Supplies,Paper,Credit Card,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04,2020,4,April,2,42.92,62.07
B-26837,1486,114,7,Furniture,Bookcases,UPI,2021-07-08,Larry Hill,New York,New York City,2021-07,2021,7,July,3,7.67,212.29
B-26837,1486,114,7,Furniture,Bookcases,UPI,2020-04-08,Amber Moon,Ohio,Cleveland,2020-04,2020,4,April,2,7.67,212.29
B-26166,2999,145,13,Office Supplies,Binders,COD,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08,2022,8,August,3,4.83,230.69
B-26166,5142,1916,20,Office Supplies,Paper,EMI,2022-08-23,Cynthia Wilcox,Illinois,Chicago,2022-08,2022,8,August,3,37.26,257.1
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12,2022,12,December,4,46.41,72.88
B-25695,1239,575,17,Electronics,Laptops,UPI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06,2022,6,June,2,46.41,72.88
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-12-17,Rebecca Wright,New York,Rochester,2022-12,2022,12,December,4,40.81,78.88
B-25695,1262,515,16,Electronics,Electronic Games,EMI,2022-06-08,Sarah Flores,Illinois,Springfield,2022-06,2022,6,June,2,40.81,78.88
B-26068,1033,254,5,Furniture,Bookcases,COD,2020-08-28,Carol Norman,New York,Rochester,2020-08,2020,8,August,3,24.59,206.6
B-26023,1518,159,19,Electronics,Printers,UPI,2020-09-26,Stephanie Gardner,California,San Diego,2020-09,2020,9,September,3,10.47,79.89
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-12-13,Philip Baker,Illinois,Peoria,2020-12,2020,12,December,4,28.48,4290.5
B-26677,8581,2444,2,Office Supplies,Paper,Debit Card,2020-11-19,Randall Dennis,Florida,Orlando,2020-11,2020,11,November,4,28.48,4290.5
B-25701,1167,463,5,Office Supplies,Pens,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,2023,9,September,3,39.67,233.4
B-25701,2841,803,20,Electronics,Laptops,Credit Card,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,2023,9,September,3,28.26,142.05
B-25701,5680,2159,19,Furniture,Tables,UPI,2023-09-13,Suzanne Cross,Texas,Austin,2023-09,2023,9,September,3,38.01,298.95
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03,2020,3,March,1,29.03,1367.33
B-26523,8204,2382,6,Office Supplies,Pens,UPI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10,2020,10,October,4,29.03,1367.33
B-26523,2850,904,6,Electronics,Phones,EMI,2020-03-31,Jasmine Delgado,Illinois,Chicago,2020-03,2020,3,March,1,31.72,475.0
B-26523,2850,904,6,Electronics,Phones,EMI,2020-10-20,Kristen Harper,New York,Buffalo,2020-10,2020,10,October,4,31.72,475.0
B-25880,907,391,9,Office Supplies,Pens,Credit Card,2023-08-04,Kaitlyn Graham MD,New York,New York City,2023-08,2023,8,August,3,43.11,100.78
B-26898,2174,265,19,Office Supplies,Pens,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,2022,4,April,2,12.19,114.42
B-26898,8541,2029,12,Electronics,Electronic Games,Credit Card,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,2022,4,April,2,23.76,711.75
B-26898,1931,551,3,Furniture,Bookcases,EMI,2022-04-11,Dean Avila,Ohio,Cincinnati,2022-04,2022,4,April,2,28.53,643.67
B-26035,1281,340,3,Electronics,Electronic Games,Debit Card,2021-12-31,Megan Mack,Texas,Austin,2021-12,2021,12,December,4,26.54,427.0
B-26035,2404,253,15,Electronics,Laptops,COD,2021-12-31,Megan Mack,Texas,Austin,2021-12,2021,12,December,4,10.52,160.27
B-25573,2119,196,1,Furniture,Sofas,COD,2020-08-16,Heather Johnson,California,Los Angeles,2020-08,2020,8,August,3,9.25,2119.0
B-25463,3137,571,9,Office Supplies,Pens,Debit Card,2025-02-02,Tina Davies,Illinois,Chicago,2025-02,2025,2,February,1,18.2,348.56
B-26277,2323,727,7,Furniture,Tables,COD,2022-02-24,Matthew Harris,Texas,Dallas,2022-02,2022,2,February,1,31.3,331.86
B-26277,1368,406,9,Furniture,Bookcases,UPI,2022-02-24,Matthew Harris,Texas,Dallas,2022-02,2022,2,February,1,29.68,152.0
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2024-02-25,Christopher Kirk,Florida,Miami,2024-02,2024,2,February,1,35.73,575.25
B-26508,9204,3289,16,Electronics,Laptops,Credit Card,2021-06-15,Eric Stevens,Florida,Miami,2021-06,2021,6,June,2,35.73,575.25
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2024-02-25,Christopher Kirk,Florida,Miami,2024-02,2024,2,February,1,37.38,494.7
B-26508,9894,3698,20,Office Supplies,Paper,EMI,2021-06-15,Eric Stevens,Florida,Miami,2021-06,2021,6,June,2,37.38,494.7
B-26723,5322,1423,18,Furniture,Sofas,COD,2022-12-08,James Dickerson,Texas,Houston,2022-12,2022,12,December,4,26.74,295.67
B-26723,5322,1423,18,Furniture,Sofas,COD,2023-12-09,James Jones,Texas,Dallas,2023-12,2023,12,December,4,26.74,295.67
B-25526,2666,559,14,Furniture,Chairs,COD,2022-07-16,Hannah Hendricks,Ohio,Cleveland,2022-07,2022,7,July,3,20.97,190.43
B-25645,8383,937,4,Furniture,Sofas,UPI,2024-05-05,Brett Mullins,Florida,Orlando,2024-05,2024,5,May,2,11.18,2095.75
B-25757,7560,821,4,Office Supplies,Paper,EMI,2021-10-04,Ms. Kim Jordan,Illinois,Chicago,2021-10,2021,10,October,4,10.86,1890.0
B-26716,1314,490,16,Furniture,Sofas,UPI,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,2021,11,November,4,37.29,82.12
B-26716,4390,179,1,Furniture,Tables,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,2021,11,November,4,4.08,4390.0
B-26716,1150,58,7,Office Supplies,Binders,Debit Card,2021-11-20,Marcus Santiago,New York,Buffalo,2021-11,2021,11,November,4,5.04,164.29
B-25424,1574,258,17,Office Supplies,Pens,EMI,2020-09-15,Jill Perez,California,San Diego,2020-09,2020,9,September,3,16.39,92.59
B-25424,5635,318,17,Office Supplies,Binders,UPI,2020-09-15,Jill Perez,California,San Diego,2020-09,2020,9,September,3,5.64,331.47
B-25424,6515,961,11,Furniture,Sofas,Debit Card,2020-09-15,Jill Perez,California,San Diego,2020-09,2020,9,September,3,14.75,592.27
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2023-01-17,Courtney Williams,Ohio,Columbus,2023-01,2023,1,January,1,17.38,61.55
B-26453,1231,214,20,Electronics,Laptops,Debit Card,2020-06-16,Jordan Hahn,New York,Rochester,2020-06,2020,6,June,2,17.38,61.55
B-26425,6891,2529,3,Office Supplies,Binders,Debit Card,2024-05-01,William Cook,Ohio,Cleveland,2024-05,2024,5,May,2,36.7,2297.0
B-25843,7524,2308,15,Electronics,Laptops,EMI,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12,2023,12,December,4,30.68,501.6
B-25843,6864,1824,14,Electronics,Printers,Credit Card,2023-12-07,Stephanie Hayes,Texas,Austin,2023-12,2023,12,December,4,26.57,490.29
B-25486,4215,432,14,Furniture,Chairs,Debit Card,2024-02-02,Melissa Wise,Ohio,Columbus,2024-02,2024,2,February,1,10.25,301.07
B-26975,622,218,19,Furniture,Bookcases,Credit Card,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,2024,6,June,2,35.05,32.74
B-26975,1755,495,18,Office Supplies,Pens,UPI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,2024,6,June,2,28.21,97.5
B-26975,8020,3898,20,Electronics,Electronic Games,EMI,2024-06-23,Elizabeth Gonzalez,California,San Diego,2024-06,2024,6,June,2,48.6,401.0
B-26890,7333,1576,4,Electronics,Laptops,Credit Card,2024-06-07,Mr. Eric Lopez,New York,Buffalo,2024-06,2024,6,June,2,21.49,1833.25
B-26125,7690,1134,4,Electronics,Electronic Games,COD,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10,2023,10,October,4,14.75,1922.5
B-26125,912,246,2,Furniture,Sofas,EMI,2023-10-13,Benjamin Higgins,New York,Rochester,2023-10,2023,10,October,4,26.97,456.0
B-26489,2791,894,14,Electronics,Laptops,COD,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,32.03,199.36
B-26489,2791,894,14,Electronics,Laptops,COD,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,32.03,199.36
B-26489,2791,894,14,Electronics,Laptops,COD,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,32.03,199.36
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,23.75,2074.33
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,23.75,2074.33
B-26489,6223,1478,3,Furniture,Sofas,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,23.75,2074.33
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,34.9,526.06
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,34.9,526.06
B-26489,8943,3121,17,Furniture,Chairs,Debit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,34.9,526.06
B-26489,3297,102,12,Electronics,Phones,Credit Card,2022-10-08,Brett Sutton,Texas,Austin,2022-10,2022,10,October,4,3.09,274.75
B-26489,3297,102,12,Electronics,Phones,Credit Card,2023-10-27,Anna Blackburn,Ohio,Cincinnati,2023-10,2023,10,October,4,3.09,274.75
B-26489,3297,102,12,Electronics,Phones,Credit Card,2021-02-09,Michelle Bailey,Texas,Dallas,2021-02,2021,2,February,1,3.09,274.75
B-26043,8769,1989,20,Office Supplies,Paper,UPI,2020-11-03,Sara Peterson,Illinois,Chicago,2020-11,2020,11,November,4,22.68,438.45
B-26557,9057,1888,19,Electronics,Printers,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,2022,5,May,2,20.85,476.68
B-26557,6864,3275,11,Furniture,Tables,Credit Card,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,2022,5,May,2,47.71,624.0
B-26557,9200,809,13,Electronics,Laptops,COD,2022-05-30,Katherine Williams,Florida,Orlando,2022-05,2022,5,May,2,8.79,707.69
B-25243,6113,2508,6,Electronics,Laptops,UPI,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,41.03,1018.83
B-25243,7733,2784,15,Furniture,Tables,EMI,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,36.0,515.53
B-25243,8524,154,14,Furniture,Tables,COD,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,1.81,608.86
B-25243,6187,2344,15,Furniture,Bookcases,EMI,2024-06-16,Cory Evans,Florida,Orlando,2024-06,2024,6,June,2,37.89,412.47
